Bird_ID,Species,Origin,Destination,Migration_Success
B1306,Warbler,"57.045352, -110.820245","14.014331, -87.275930",Successful
B1310,Warbler,"47.125153, -83.621469","7.515557, -60.280973",Failed
B1318,Warbler,"54.479937, -94.274041","20.791668, -70.768095",Failed
B1319,Warbler,"48.661061, -90.046081","12.072589, -90.739985",Successful
B1323,Warbler,"53.285999, -99.120800","5.451997, -71.753037",Failed
B1337,Warbler,"46.595294, -68.679903","15.378720, -89.118849",Successful
B1374,Warbler,"45.417889, -72.035013","22.096061, -66.220547",Failed
B1382,Warbler,"58.781975, -94.879239","22.428717, -68.735227",Failed
B1398,Warbler,"47.205217, -78.716645","17.204903, -79.036696",Successful
B1423,Warbler,"53.150305, -125.154758","12.988217, -86.574851",Failed
B1428,Warbler,"47.593838, -90.839052","-3.425675, -59.260900",Successful
B1431,Warbler,"59.346160, -87.061816","22.815587, -71.323899",Successful
B1437,Warbler,"58.149102, -88.152873","2.084427, -67.108181",Successful
B1443,Warbler,"53.316557, -115.938191","2.384990, -63.069029",Successful
B1445,Warbler,"57.186123, -113.777926","17.528267, -76.450311",Successful
B1447,Warbler,"55.845113, -92.428411","-7.786468, -66.143428",Failed
B1457,Warbler,"56.333631, -119.511254","-7.865961, -69.089078",Failed
B1460,Warbler,"67.390819, -144.280861","18.211791, -77.309051",Failed
B1468,Warbler,"54.427172, -112.818506","14.735805, -87.111749",Successful
B1478,Warbler,"58.617579, -119.451719","15.850107, -86.932100",Successful
B1479,Warbler,"45.878101, -79.005681","12.102564, -87.427203",Failed
B1483,Warbler,"59.816747, -120.764486","14.512708, -91.455244",Failed
B1484,Warbler,"57.013003, -88.895604","18.263008, -70.400737",Successful
B1489,Warbler,"50.535867, -69.477367","7.435125, -71.589132",Failed
B1500,Warbler,"43.328345, -96.081737","20.235102, -67.265353",Failed
B1511,Warbler,"59.451333, -124.648818","5.288304, -72.196100",Successful
B1517,Warbler,"47.633555, -67.574945","10.141262, -88.279145",Failed
B1519,Warbler,"64.968550, -142.589836","22.024476, -68.338241",Failed
B1528,Warbler,"54.710872, -126.311979","7.373736, -68.131880",Successful
B1532,Warbler,"53.056966, -120.036993","10.574675, -84.538750",Failed
B1538,Warbler,"53.308834, -115.616521","-21.625786, -53.485533",Successful
B1539,Warbler,"62.398588, -140.603238","12.805203, -85.942124",Successful
B1547,Warbler,"59.857289, -104.490834","13.206880, -87.702247",Failed
B1556,Warbler,"56.890610, -98.892490","13.590683, -90.606041",Failed
B1557,Warbler,"58.655927, -121.939370","19.763405, -77.073183",Failed
B1561,Warbler,"53.834439, -122.426968","20.000997, -76.559289",Failed
B1573,Warbler,"46.625333, -78.818193","19.209716, -67.789491",Successful
B1584,Warbler,"46.923099, -98.148168","5.005089, -72.824885",Failed
B1590,Warbler,"51.697087, -78.036582","6.681425, -68.124059",Successful
B1598,Warbler,"46.997629, -74.377149","19.213143, -68.307313",Successful
B1607,Warbler,"52.015540, -122.675287","-5.117508, -68.920266",Failed
B1633,Warbler,"57.576794, -87.096055","20.825810, -77.607572",Failed
B1640,Warbler,"49.890017, -72.221518","2.282087, -69.407459",Successful
B1651,Warbler,"44.953824, -78.117072","-7.320782, -68.040126",Successful
B1674,Warbler,"48.570518, -76.081725","14.364638, -81.488207",Failed
B1675,Warbler,"53.717780, -85.501298","3.512853, -69.922797",Successful
B1680,Warbler,"47.787602, -72.800066","5.294383, -65.789376",Failed
B1682,Warbler,"56.038462, -98.620043","9.594397, -93.926672",Successful
B1704,Warbler,"59.258160, -112.451162","2.023386, -69.397057",Successful
B1707,Warbler,"51.651926, -74.867372","17.128785, -73.634673",Successful
B1711,Warbler,"51.367769, -74.879634","2.329074, -72.985925",Successful
B1722,Warbler,"53.404457, -127.858836","3.820477, -64.872538",Successful
B1724,Warbler,"61.661586, -148.894067","6.470632, -62.386700",Successful
B1729,Warbler,"54.955616, -127.373424","3.523145, -66.048616",Successful
B1731,Warbler,"55.438750, -114.052116","12.100050, -82.520787",Successful
B1735,Warbler,"52.664051, -66.717513","21.403074, -72.558287",Successful
B1740,Warbler,"48.740057, -75.715009","11.222656, -93.996113",Successful
B1749,Warbler,"50.355891, -73.660507","12.904891, -93.921272",Failed
B1768,Warbler,"47.719838, -84.646250","6.619861, -63.439846",Failed
B1769,Warbler,"50.074319, -72.074734","11.997022, -94.215954",Failed
B1776,Warbler,"57.082257, -103.248003","-28.018111, -48.490515",Failed
B1781,Warbler,"58.632421, -115.133246","6.842531, -70.357659",Failed
B1786,Warbler,"52.830817, -73.426498","22.474962, -78.204958",Successful
B1798,Warbler,"50.693344, -76.675811","-4.309560, -67.735959",Successful
B1800,Warbler,"59.333830, -89.189047","22.029863, -71.978614",Failed
B1807,Warbler,"53.430201, -81.098472","7.238104, -64.207255",Successful
B1820,Warbler,"50.280415, -69.963529","-7.202581, -63.984397",Failed
B1833,Warbler,"54.217957, -124.256381","17.958802, -77.084998",Successful
B1837,Warbler,"48.103089, -91.223057","21.617660, -73.259317",Successful
B1838,Warbler,"57.457726, -102.296522","10.863740, -80.439631",Successful
B1844,Warbler,"54.746182, -100.351717","5.950641, -73.715552",Successful
B1867,Warbler,"58.924476, -102.142306","20.744103, -79.685061",Successful
B1884,Warbler,"53.183993, -68.150710","18.323554, -65.987088",Failed
B1893,Warbler,"59.012019, -104.771416","2.027854, -70.063175",Successful
B1898,Warbler,"50.424322, -67.905471","14.330153, -88.920764",Failed
B1903,Warbler,"56.271296, -96.040411","-24.062837, -45.148689",Successful
B1914,Warbler,"55.540013, -119.626226","-5.721442, -55.930476",Failed
B1917,Warbler,"64.430023, -150.233698","6.936313, -61.638130",Failed
B1922,Warbler,"53.032214, -124.546526","13.810214, -88.212918",Successful
B1927,Warbler,"63.690811, -145.013990","4.025076, -60.636195",Successful
B1949,Warbler,"55.513796, -86.585258","21.510194, -74.668586",Failed
B1950,Warbler,"43.982810, -99.285864","-1.340696, -63.642397",Failed
B1969,Warbler,"47.336881, -76.284937","13.244933, -83.077313",Successful
B1970,Warbler,"44.033968, -98.471385","2.114153, -71.399475",Failed
B1971,Warbler,"53.090163, -98.692021","18.996904, -70.027253",Successful
B1972,Warbler,"46.355282, -83.765629","9.414146, -92.442785",Failed
B1979,Warbler,"58.262541, -99.415885","17.707701, -66.889424",Successful
B1988,Warbler,"50.638831, -65.019241","21.746239, -65.071881",Failed
B1991,Warbler,"45.531502, -72.658380","-16.448835, -54.768834",Successful
B1997,Warbler,"43.908548, -72.916398","13.003090, -90.500404",Successful
B2000,Warbler,"61.212243, -142.478712","21.306731, -78.150437",Failed
B2024,Warbler,"47.408739, -99.398252","-21.781202, -55.242331",Successful
B2026,Warbler,"48.029592, -71.949993","2.534853, -69.615302",Successful
B2027,Warbler,"58.197704, -103.806843","11.888957, -89.629817",Failed
B2028,Warbler,"52.942578, -117.195791","10.126804, -89.822701",Successful
B2067,Warbler,"54.557177, -77.464971","2.439665, -67.998699",Failed
B2070,Warbler,"51.315670, -74.565394","15.006809, -88.388853",Failed
B2073,Warbler,"56.533136, -100.291598","9.887911, -84.246233",Failed
B2083,Warbler,"47.388378, -72.155861","6.351498, -74.162516",Successful
B2084,Warbler,"52.619584, -103.966628","22.676967, -70.275842",Successful
B2085,Warbler,"48.707370, -69.916367","17.587206, -77.037908",Successful
B2090,Warbler,"56.980484, -111.580670","4.964153, -71.003783",Successful
B2098,Warbler,"65.243235, -152.303158","-1.851606, -56.420490",Successful
B2100,Warbler,"52.212083, -115.534093","11.540803, -92.131275",Successful
B2101,Warbler,"49.222532, -65.591566","21.569607, -78.020946",Successful
B2104,Warbler,"45.618838, -98.373523","-3.127854, -55.573111",Successful
B2112,Warbler,"48.943757, -84.959253","2.042135, -67.536886",Failed
B2114,Warbler,"52.331928, -100.521067","17.353545, -73.729118",Successful
B2118,Warbler,"52.589580, -103.764531","-5.576081, -59.875350",Successful
B2121,Warbler,"48.872758, -74.588321","9.278877, -81.078361",Successful
B2137,Warbler,"52.469253, -74.263070","19.216733, -65.866894",Failed
B2139,Warbler,"55.191577, -85.388252","12.395355, -85.857002",Successful
B2142,Warbler,"54.815191, -103.819934","5.264845, -68.677985",Successful
B2165,Warbler,"62.358429, -154.102905","3.297384, -68.456384",Failed
B2172,Warbler,"52.808456, -114.898254","-23.040401, -59.712676",Successful
B2173,Warbler,"44.977877, -84.158075","2.623203, -60.270565",Successful
B2175,Warbler,"52.833813, -114.141950","11.871298, -80.099027",Failed
B2178,Warbler,"45.714758, -70.275137","20.815742, -75.015753",Failed
B2181,Warbler,"53.293383, -73.735416","21.955154, -71.035005",Successful
B2188,Warbler,"53.750782, -103.223275","14.112804, -81.308301",Failed
B2198,Warbler,"54.353474, -93.878775","9.076877, -80.442428",Successful
B2215,Warbler,"50.839574, -65.133605","14.479885, -90.623594",Failed
B2223,Warbler,"55.885333, -99.510890","-4.124599, -57.504995",Failed
B2233,Warbler,"58.538622, -86.081876","-26.329925, -47.841202",Failed
B2241,Warbler,"59.038696, -95.056989","22.425328, -71.143066",Successful
B2247,Warbler,"50.537020, -69.960041","10.746686, -82.059735",Successful
B2249,Warbler,"46.783792, -65.418644","7.337205, -60.607325",Successful
B2252,Warbler,"50.928466, -77.289748","16.980215, -92.071327",Successful
B2292,Warbler,"58.248713, -103.426229","21.841375, -66.846118",Successful
B2298,Warbler,"53.153476, -90.099900","19.060612, -70.990079",Failed
B2299,Warbler,"53.933618, -96.887083","17.444148, -75.155226",Successful
B2300,Warbler,"44.902863, -98.974418","4.417234, -65.104320",Failed
B2305,Warbler,"47.832325, -82.993728","-0.924810, -66.310807",Failed
B2306,Warbler,"66.190419, -149.897230","-0.129811, -59.926534",Successful
B2311,Warbler,"47.646979, -72.695170","10.324329, -85.550848",Failed
B2316,Warbler,"59.916402, -119.473986","5.635900, -69.527984",Successful
B2320,Warbler,"56.234397, -115.446777","12.737765, -86.740561",Failed
B2321,Warbler,"46.490957, -83.916035","13.732653, -87.853511",Failed
B2326,Warbler,"64.280277, -146.735415","14.339364, -92.634033",Successful
B2336,Warbler,"53.373481, -122.581416","5.010932, -60.488210",Failed
B2350,Warbler,"48.182318, -80.218865","3.873393, -61.706809",Failed
B2351,Warbler,"63.426958, -154.554443","-16.981881, -49.511334",Successful
B2355,Warbler,"54.448435, -79.302832","14.983672, -86.694009",Failed
B2359,Warbler,"44.580966, -71.585602","5.736499, -73.736347",Successful
B2365,Warbler,"54.473760, -72.916502","18.300063, -65.553183",Successful
B2380,Warbler,"54.317598, -125.757420","20.877849, -65.051704",Successful
B2381,Warbler,"67.584317, -149.198121","15.206963, -88.728214",Successful
B2392,Warbler,"58.782135, -128.084947","3.554208, -71.447997",Failed
B2401,Warbler,"55.549393, -127.365755","2.571484, -74.721053",Failed
B2405,Warbler,"52.779735, -127.239707","16.703948, -82.406013",Failed
B2415,Warbler,"57.043377, -125.968018","16.307818, -88.470588",Failed
B2424,Warbler,"54.493803, -87.302331","5.505638, -70.824502",Failed
B2427,Warbler,"55.333476, -85.960073","4.295712, -70.465313",Successful
B2429,Warbler,"62.558050, -150.350857","20.856185, -74.414975",Failed
B2431,Warbler,"46.856773, -78.368554","16.322827, -93.673828",Failed
B2433,Warbler,"59.905459, -85.724970","5.249659, -66.295219",Successful
B2444,Warbler,"48.150209, -91.465655","-5.259033, -59.285121",Failed
B2451,Warbler,"59.098388, -116.381156","2.445508, -73.875188",Failed
B2464,Warbler,"46.810509, -73.354540","21.965233, -78.040858",Successful
B2471,Warbler,"46.662519, -80.061580","20.722888, -72.711952",Successful
B2479,Warbler,"46.652218, -83.215132","2.588097, -61.796390",Failed
B2488,Warbler,"54.138434, -70.849513","15.681977, -80.223282",Successful
B2491,Warbler,"52.830201, -78.606918","4.618352, -73.675502",Successful
B2495,Warbler,"57.719213, -129.604960","2.114759, -71.177170",Failed
B2511,Warbler,"52.251034, -99.490266","15.053337, -88.313351",Failed
B2521,Warbler,"43.198501, -95.970799","22.408120, -67.209057",Successful
B2525,Warbler,"49.078353, -65.123027","14.862190, -86.941705",Failed
B2526,Warbler,"65.171487, -152.203810","7.093674, -71.611155",Successful
B2535,Warbler,"53.865387, -68.541306","-25.174939, -51.394986",Successful
B2536,Warbler,"60.891026, -152.684687","3.861880, -66.597841",Failed
B2539,Warbler,"59.119991, -95.608111","17.236022, -72.726988",Failed
B2543,Warbler,"53.787728, -103.304291","-7.910692, -59.003570",Successful
B2545,Warbler,"54.268520, -66.772301","17.762485, -77.448810",Failed
B2547,Warbler,"48.952258, -90.406937","3.515409, -63.299053",Failed
B2551,Warbler,"62.304744, -145.120554","-0.342631, -55.438786",Successful
B2557,Warbler,"52.616089, -104.775256","10.403094, -89.476995",Failed
B2569,Warbler,"61.419046, -148.498440","13.786370, -80.319008",Failed
B2570,Warbler,"56.294766, -97.647254","19.992651, -77.081930",Successful
B2572,Warbler,"56.588238, -95.979891","22.597295, -71.666292",Failed
B2574,Warbler,"56.562160, -120.946900","-2.155599, -62.517397",Successful
B2576,Warbler,"65.257170, -145.026997","14.464098, -88.438843",Successful
B2587,Warbler,"58.758684, -86.745726","22.457515, -78.263801",Failed
B2592,Warbler,"44.444237, -93.246491","16.558214, -85.546647",Failed
B2595,Warbler,"45.931196, -88.655874","19.138444, -65.471207",Failed
B2596,Warbler,"45.112690, -73.837520","14.023809, -93.048163",Failed
B2617,Warbler,"45.962167, -83.796940","19.943496, -75.139262",Successful
B2627,Warbler,"63.848288, -154.676194","9.847500, -82.589418",Failed
B2639,Warbler,"49.557225, -84.730029","11.935863, -83.574563",Failed
B2656,Warbler,"55.532087, -95.840462","11.855376, -91.142089",Failed
B2663,Warbler,"55.145435, -92.990689","11.438992, -91.321397",Successful
B2671,Warbler,"55.001441, -92.607278","2.318274, -74.273415",Successful
B2698,Warbler,"47.042794, -68.065383","-6.565843, -63.500930",Failed
B2702,Warbler,"46.784950, -80.511297","7.516799, -65.702122",Successful
B2703,Warbler,"44.279360, -91.734407","17.396379, -72.083397",Successful
B2710,Warbler,"45.871963, -98.217555","22.494420, -71.754294",Successful
B2735,Warbler,"45.717745, -99.271978","10.827613, -93.359667",Failed
B2757,Warbler,"53.771513, -102.359575","18.857131, -67.268619",Successful
B2759,Warbler,"51.870539, -71.270061","15.537519, -91.499826",Failed
B2763,Warbler,"52.150232, -71.918194","13.094923, -84.526819",Successful
B2766,Warbler,"48.837966, -76.430934","16.272746, -86.882562",Successful
B2774,Warbler,"46.294986, -98.350829","10.097519, -84.318617",Failed
B2780,Warbler,"58.710459, -125.362958","14.677309, -84.290816",Successful
B2782,Warbler,"57.616995, -125.105128","-15.203776, -47.806631",Successful
B2784,Warbler,"51.895934, -84.312101","9.437743, -94.672572",Successful
B2789,Warbler,"63.106964, -143.242208","15.567703, -81.470452",Failed
B2791,Warbler,"58.614761, -98.263818","-28.523755, -45.861816",Failed
B2793,Warbler,"54.295787, -84.533747","16.925170, -88.129716",Successful
B2798,Warbler,"54.507069, -112.965430","19.589892, -71.089677",Successful
B2801,Warbler,"45.664973, -71.546461","20.040600, -79.040560",Successful
B2804,Warbler,"57.967082, -93.314442","6.578677, -68.930519",Failed
B2809,Warbler,"49.977428, -75.908638","13.352087, -89.122085",Successful
B2812,Warbler,"46.708525, -76.654440","19.044677, -70.441996",Successful
B2822,Warbler,"54.375903, -103.606006","-1.165967, -60.815341",Successful
B2823,Warbler,"57.080489, -117.442900","7.027220, -62.728820",Failed
B2825,Warbler,"49.063615, -81.508777","17.749765, -66.335546",Successful
B2826,Warbler,"58.861453, -92.376079","17.445885, -76.909501",Successful
B2840,Warbler,"54.547791, -94.001658","4.318512, -62.472143",Successful
B2846,Warbler,"47.073362, -89.485973","19.567883, -75.370938",Successful
B2852,Warbler,"49.345736, -79.243812","17.134505, -66.567045",Failed
B2864,Warbler,"49.799840, -66.954215","11.364387, -83.631721",Successful
B2869,Warbler,"55.592636, -123.583766","6.691982, -60.583855",Failed
B2870,Warbler,"53.263956, -90.324508","-17.147508, -52.922447",Successful
B2889,Warbler,"59.270425, -120.531402","16.065812, -93.725417",Failed
B2891,Warbler,"57.571237, -110.406983","14.710937, -92.889909",Failed
B2904,Warbler,"44.220284, -78.714094","15.585128, -91.203798",Successful
B2905,Warbler,"51.888085, -79.305599","21.778042, -66.751153",Successful
B2912,Warbler,"52.193891, -101.974872","22.732686, -70.842588",Successful
B2918,Warbler,"45.106734, -82.598299","21.588009, -69.898603",Successful
B2937,Warbler,"46.850029, -96.787719","14.472305, -88.244334",Failed
B2938,Warbler,"47.420245, -91.592917","16.045209, -87.375174",Successful
B2958,Warbler,"52.956056, -79.439706","-23.808484, -45.688897",Successful
B2978,Warbler,"53.282353, -80.586588","19.198041, -68.561482",Failed
B2985,Warbler,"44.921664, -95.851355","18.430929, -72.979472",Successful
B3025,Warbler,"56.542751, -116.559589","9.246293, -92.888484",Successful
B3029,Warbler,"54.580844, -80.009031","2.827414, -61.766385",Successful
B3036,Warbler,"47.338417, -84.776836","17.816447, -74.215571",Failed
B3037,Warbler,"58.194769, -95.275218","6.375789, -63.761926",Successful
B3043,Warbler,"52.425729, -81.211780","21.471263, -68.337451",Successful
B3044,Warbler,"48.251506, -83.335135","10.999221, -83.190704",Successful
B3052,Warbler,"47.141770, -67.940246","14.756487, -84.717160",Successful
B3060,Warbler,"54.621148, -119.013584","9.243918, -94.693703",Failed
B3068,Warbler,"59.362280, -110.691924","-3.150708, -60.273999",Failed
B3072,Warbler,"57.418577, -96.053037","7.189182, -67.734449",Failed
B3075,Warbler,"59.363429, -119.594531","14.368112, -92.000394",Successful
B3099,Warbler,"45.581474, -97.892062","21.906235, -77.507665",Failed
B3108,Warbler,"56.871578, -118.787856","10.435705, -93.108018",Successful
B3113,Warbler,"64.120311, -153.994660","21.758769, -70.474212",Failed
B3114,Warbler,"48.676972, -79.900341","20.212997, -76.748298",Failed
B3118,Warbler,"55.087241, -110.148328","12.540720, -83.738111",Failed
B3129,Warbler,"43.795663, -86.348600","-5.286839, -66.853837",Successful
B3130,Warbler,"53.744109, -98.620207","2.134829, -69.966261",Failed
B3131,Warbler,"57.587152, -98.114530","-2.900605, -57.524767",Failed
B3137,Warbler,"56.920672, -90.435305","4.493696, -73.392234",Successful
B3150,Warbler,"58.438020, -115.085846","18.545822, -73.292123",Successful
B3164,Warbler,"54.463255, -78.647608","3.786093, -64.802235",Failed
B3172,Warbler,"47.343555, -91.269162","22.184837, -79.186003",Successful
B3181,Warbler,"48.570946, -65.373771","10.223412, -90.263829",Successful
B3186,Warbler,"55.841905, -93.537374","4.322719, -68.761461",Failed
B3196,Warbler,"52.041725, -83.094664","21.900162, -78.696779",Failed
B3200,Warbler,"52.594872, -104.693912","3.013275, -68.985899",Failed
B3210,Warbler,"58.111161, -94.671917","20.049493, -67.875297",Successful
B3224,Warbler,"57.133970, -113.244453","-2.247687, -63.519297",Failed
B3225,Warbler,"61.259712, -143.148743","13.493186, -81.569275",Successful
B3242,Warbler,"53.407980, -66.196895","11.068329, -89.899823",Successful
B3263,Warbler,"55.318687, -93.600617","12.461093, -88.160685",Failed
B3266,Warbler,"59.199560, -96.584611","12.250244, -90.242505",Successful
B3271,Warbler,"53.196561, -98.745834","13.356932, -92.005639",Failed
B3274,Warbler,"43.910669, -87.066695","-7.897794, -59.891354",Successful
B3285,Warbler,"48.599560, -79.539407","9.243034, -81.924319",Successful
B3286,Warbler,"52.063353, -92.227220","4.019803, -66.329244",Failed
B3295,Warbler,"57.177280, -104.073514","10.692694, -86.410693",Successful
B3297,Warbler,"53.427212, -93.928357","9.956365, -86.115487",Failed
B3298,Warbler,"46.857399, -85.435780","6.223852, -63.483194",Failed
B3306,Warbler,"52.419379, -125.968342","22.134303, -74.860412",Successful
B3308,Warbler,"48.588584, -67.074610","6.152635, -67.559174",Failed
B3317,Warbler,"53.072870, -72.234190","16.555092, -84.542751",Failed
B3325,Warbler,"55.948601, -94.680694","10.678922, -81.426487",Successful
B3330,Warbler,"49.054029, -70.232843","17.060634, -66.316618",Failed
B3332,Warbler,"55.987303, -90.175913","16.907107, -92.572565",Failed
B3351,Warbler,"52.617163, -112.612755","-1.963751, -61.032061",Successful
B3352,Warbler,"54.257804, -100.341794","10.442542, -92.073896",Failed
B3354,Warbler,"54.387533, -114.249466","11.747067, -87.186822",Failed
B3359,Warbler,"45.309814, -73.300023","15.556620, -89.584598",Failed
B3380,Warbler,"48.747137, -95.883743","22.033798, -67.344767",Successful
B3384,Warbler,"50.544660, -67.094006","21.303326, -77.214139",Successful
B3396,Warbler,"56.337267, -102.798924","5.908362, -62.426681",Failed
B3402,Warbler,"50.358242, -70.119317","14.150465, -90.940434",Failed
B3408,Warbler,"57.361679, -91.971266","16.460812, -89.933496",Failed
B3418,Warbler,"55.230318, -120.004048","18.219267, -70.005402",Failed
B3420,Warbler,"57.962871, -85.674951","13.434952, -85.672109",Failed
B3424,Warbler,"45.249903, -74.699865","22.615451, -76.802362",Failed
B3435,Warbler,"52.332984, -93.400182","5.169388, -68.387608",Successful
B3440,Warbler,"53.538336, -99.585372","17.351905, -68.421121",Failed
B3441,Warbler,"54.382261, -94.724737","19.471573, -74.060610",Successful
B3442,Warbler,"48.844755, -87.645700","21.539564, -70.374993",Successful
B3467,Warbler,"47.077935, -67.335323","7.736877, -71.150878",Successful
B3475,Warbler,"46.318160, -92.055966","-3.629253, -65.564928",Successful
B3476,Warbler,"49.974686, -73.468357","22.978070, -79.350620",Successful
B3486,Warbler,"57.306748, -128.279516","-1.622729, -61.805043",Successful
B3492,Warbler,"53.734883, -91.924152","7.306055, -72.084730",Successful
B3516,Warbler,"46.758967, -82.608702","-3.674810, -55.276404",Failed
B3517,Warbler,"47.493431, -65.571143","19.073214, -67.349757",Failed
B3518,Warbler,"54.655999, -120.145960","9.379920, -88.338592",Successful
B3521,Warbler,"59.329369, -115.515105","3.817334, -61.972208",Failed
B3525,Warbler,"54.947019, -104.718072","6.339390, -68.246915",Successful
B3532,Warbler,"53.570720, -114.700128","6.538488, -62.114025",Failed
B3536,Warbler,"55.562574, -119.735554","10.359335, -90.100935",Successful
B3540,Warbler,"59.183341, -119.950090","13.536252, -87.946002",Failed
B3542,Warbler,"51.330048, -69.750916","18.940381, -77.535202",Failed
B3545,Warbler,"50.138042, -69.124253","17.818147, -73.034002",Failed
B3546,Warbler,"58.622885, -102.339578","5.876050, -68.037159",Failed
B3555,Warbler,"53.192305, -101.887417","16.064082, -89.402401",Failed
B3565,Warbler,"53.563351, -75.912699","15.195263, -83.667981",Successful
B3576,Warbler,"55.522850, -101.749076","10.908299, -85.507126",Successful
B3585,Warbler,"57.089628, -99.683001","19.302436, -72.759354",Failed
B3601,Warbler,"53.179871, -112.290812","21.959196, -70.593661",Successful
B3608,Warbler,"58.921970, -102.852826","5.056574, -64.517501",Successful
B3611,Warbler,"59.876755, -95.869467","7.575959, -63.901301",Successful
B3615,Warbler,"52.484993, -68.210325","4.733494, -60.084608",Successful
B3616,Warbler,"43.147043, -80.583582","2.474652, -71.084873",Successful
B3651,Warbler,"47.327035, -68.496454","4.340481, -60.800102",Failed
B3654,Warbler,"54.174782, -68.812619","11.736019, -87.543613",Failed
B3656,Warbler,"65.427386, -146.279498","6.043161, -73.096444",Successful
B3665,Warbler,"58.327348, -97.468261","18.638317, -73.842335",Successful
B3667,Warbler,"54.941960, -73.023291","12.732360, -86.553012",Failed
B3668,Warbler,"66.286030, -149.782969","5.420929, -72.252219",Failed
B3671,Warbler,"46.208152, -74.124590","5.755927, -60.155082",Successful
B3676,Warbler,"43.520655, -92.819103","5.077717, -62.115267",Failed
B3691,Warbler,"58.500547, -99.743515","13.561628, -85.211177",Successful
B3706,Warbler,"44.501601, -85.658968","-20.393285, -50.787061",Successful
B3707,Warbler,"46.548282, -88.506886","15.152428, -88.937815",Failed
B3710,Warbler,"52.922050, -93.565259","3.269955, -74.358228",Failed
B3712,Warbler,"45.634758, -73.951854","6.971951, -61.542262",Failed
B3713,Warbler,"57.871125, -110.879842","9.040513, -83.759661",Successful
B3714,Warbler,"44.747620, -87.956044","17.260700, -79.765793",Failed
B3723,Warbler,"50.413290, -68.493551","21.075629, -79.317707",Successful
B3729,Warbler,"59.105321, -110.244822","-4.313681, -60.977537",Failed
B3732,Warbler,"58.728381, -119.094630","18.505601, -75.954250",Successful
