Bird_ID,Species,Origin,Destination,Migration_Success
B1736,Hawk,"52.295441, -96.655287","15.566843, -88.404260",Successful
B1747,Hawk,"45.368466, -78.950617","29.389895, -94.361477",Failed
B1751,Hawk,"44.361819, -109.714638","30.453274, -80.464726",Failed
B1758,Hawk,"51.774007, -103.782579","30.359146, -83.831222",Successful
B1759,Hawk,"42.489376, -116.879376","21.228257, -98.361340",Failed
B1760,Hawk,"42.251952, -90.122358","27.295943, -96.490014",Successful
B1763,Hawk,"57.548006, -101.357902","27.909525, -103.920422",Failed
B1771,Hawk,"42.369131, -111.248540","29.327072, -80.359984",Successful
B1778,Hawk,"46.722268, -81.548666","28.618296, -91.788883",Successful
B1789,Hawk,"50.178665, -97.075740","27.587825, -103.608120",Failed
B1790,Hawk,"53.668080, -107.623098","27.842102, -97.324671",Successful
B1797,Hawk,"45.634343, -77.361035","33.169097, -87.033957",Successful
B1803,Hawk,"43.870021, -89.341017","29.989457, -98.994920",Failed
B1813,Hawk,"42.492468, -78.928872","27.312905, -99.881035",Successful
B1817,Hawk,"40.238003, -110.545612","24.587873, -97.007966",Successful
B1818,Hawk,"46.684289, -107.182122","21.035375, -96.784509",Successful
B1819,Hawk,"53.729680, -104.800156","32.313049, -91.850591",Successful
B1821,Hawk,"45.578893, -106.715566","25.479896, -100.455851",Failed
B1823,Hawk,"41.893254, -105.823557","31.871159, -90.322374",Failed
B1826,Hawk,"46.154056, -81.238269","28.619588, -88.057696",Successful
B1840,Hawk,"41.935978, -105.410698","33.191524, -88.022090",Failed
B1852,Hawk,"44.517199, -93.033329","29.346235, -84.675444",Failed
B1862,Hawk,"54.170572, -95.776869","20.650823, -100.874072",Failed
B1871,Hawk,"46.602787, -106.760746","20.401039, -104.674069",Failed
B1873,Hawk,"43.405486, -80.969077","22.222825, -103.788588",Failed
B1875,Hawk,"42.111915, -106.719107","20.237511, -98.776191",Failed
B1876,Hawk,"48.755218, -107.994000","16.315293, -90.653188",Successful
B1879,Hawk,"42.579381, -93.185568","31.817563, -86.860690",Failed
B1883,Hawk,"41.439879, -115.214469","31.723977, -81.573199",Failed
B1891,Hawk,"45.625945, -94.925556","14.738871, -90.991170",Successful
B1892,Hawk,"45.682329, -91.040437","24.046743, -102.592704",Failed
B1901,Hawk,"42.692903, -106.913625","23.704199, -97.892718",Successful
B1909,Hawk,"52.892462, -108.378838","32.225353, -99.333350",Failed
B1916,Hawk,"41.146596, -109.661898","34.027355, -91.811047",Successful
B1921,Hawk,"53.543006, -95.529138","23.672747, -96.024398",Failed
B1923,Hawk,"43.744632, -92.748666","34.341472, -83.130417",Successful
B1926,Hawk,"47.388150, -115.936736","26.479450, -99.822091",Failed
B1928,Hawk,"44.826967, -114.241217","15.472368, -85.159957",Successful
B1929,Hawk,"54.686567, -104.294603","22.032496, -102.295250",Successful
B1930,Hawk,"53.427697, -99.112598","30.298158, -97.620779",Successful
B1935,Hawk,"53.179816, -96.565247","31.747436, -90.000751",Successful
B1941,Hawk,"47.473136, -84.896696","29.157147, -84.726533",Successful
B1942,Hawk,"41.443575, -119.815574","30.948142, -82.550350",Successful
B1963,Hawk,"55.540768, -102.772534","22.484927, -95.073072",Successful
B1973,Hawk,"46.364866, -93.534372","31.138520, -99.165534",Failed
B1974,Hawk,"54.375585, -97.043856","25.024768, -100.327653",Failed
B2004,Hawk,"46.889026, -92.486427","34.076533, -90.421203",Failed
B2005,Hawk,"45.932928, -91.543483","33.789757, -85.154247",Successful
B2013,Hawk,"47.398208, -115.059489","12.882875, -91.855173",Successful
B2016,Hawk,"45.240955, -117.439318","23.146797, -99.101520",Successful
B2018,Hawk,"54.248002, -104.487579","33.386599, -88.481757",Successful
B2037,Hawk,"46.358521, -87.579589","30.301553, -95.104995",Successful
B2039,Hawk,"42.536815, -107.443888","33.361643, -85.967345",Failed
B2043,Hawk,"46.344859, -107.397582","23.444109, -100.548718",Failed
B2044,Hawk,"55.240187, -99.078459","24.425630, -98.201391",Failed
B2048,Hawk,"46.501415, -77.725802","34.281400, -80.241961",Successful
B2050,Hawk,"57.468298, -105.200651","32.513449, -94.753937",Failed
B2053,Hawk,"51.012766, -95.529463","15.500892, -88.780960",Successful
B2062,Hawk,"56.112360, -96.917914","31.191296, -98.196853",Successful
B2074,Hawk,"43.184070, -116.729644","26.711245, -100.748124",Failed
B2081,Hawk,"43.804196, -117.098275","26.216345, -101.848712",Successful
B2093,Hawk,"45.792561, -82.256050","30.530193, -93.371586",Successful
B2106,Hawk,"55.804672, -109.523452","32.368114, -90.419161",Successful
B2115,Hawk,"45.865020, -117.300747","32.480812, -91.774765",Failed
B2128,Hawk,"45.695448, -92.483935","29.576588, -92.361164",Successful
B2135,Hawk,"44.284045, -118.992913","24.443458, -96.435792",Successful
B2148,Hawk,"43.103635, -88.458253","26.737519, -98.777459",Failed
B2155,Hawk,"46.394534, -118.535740","30.448671, -95.836386",Successful
B2157,Hawk,"46.696869, -91.734338","16.034615, -90.979566",Successful
B2160,Hawk,"40.270830, -118.272139","29.189997, -98.008594",Failed
B2162,Hawk,"47.043051, -81.662366","21.419303, -98.609006",Successful
B2179,Hawk,"40.498355, -115.486339","13.483008, -86.110841",Failed
B2202,Hawk,"46.620984, -93.008205","21.853517, -104.591223",Successful
B2204,Hawk,"44.492783, -76.789928","33.484970, -97.428655",Successful
B2220,Hawk,"56.142511, -103.868148","16.189624, -87.724535",Successful
B2225,Hawk,"52.827847, -103.827106","25.981968, -98.245230",Failed
B2232,Hawk,"47.982633, -117.710621","16.522832, -91.577718",Failed
B2237,Hawk,"54.682989, -101.113835","30.423541, -94.287286",Successful
B2242,Hawk,"47.275100, -107.510771","22.522594, -102.926315",Successful
B2254,Hawk,"56.593851, -105.776496","13.688379, -90.508757",Failed
B2260,Hawk,"55.244666, -97.387551","23.393830, -100.544597",Failed
B2270,Hawk,"46.710453, -119.284311","28.057426, -86.934948",Failed
B2273,Hawk,"51.947669, -104.625450","32.907672, -84.384105",Failed
B2278,Hawk,"46.018373, -82.955407","29.358691, -88.275756",Successful
B2279,Hawk,"42.021219, -94.052306","32.055745, -80.796684",Failed
B2280,Hawk,"53.354578, -99.314276","25.253685, -96.561015",Successful
B2288,Hawk,"40.303346, -113.082666","27.693987, -95.879647",Failed
B2295,Hawk,"42.771016, -87.670904","33.269257, -89.606591",Successful
B2309,Hawk,"54.702177, -107.725874","21.380738, -104.773890",Failed
B2322,Hawk,"51.423105, -98.580526","24.122665, -98.672323",Successful
B2329,Hawk,"45.176711, -117.507055","34.387954, -92.436644",Successful
B2333,Hawk,"53.992740, -103.999177","20.592591, -95.205742",Failed
B2334,Hawk,"47.008206, -94.697504","27.364403, -100.711259",Successful
B2343,Hawk,"43.638307, -88.983937","31.636374, -88.337703",Successful
B2349,Hawk,"45.395275, -78.843201","13.104653, -86.554526",Failed
B2353,Hawk,"45.056125, -117.326509","30.975345, -93.673909",Failed
B2356,Hawk,"55.577054, -102.493675","24.688070, -96.498621",Successful
B2357,Hawk,"57.891929, -96.412822","26.631567, -96.108342",Successful
B2358,Hawk,"55.006946, -105.760680","32.181143, -91.603052",Successful
B2362,Hawk,"42.651833, -106.517539","34.831790, -91.835250",Successful
B2373,Hawk,"42.332180, -83.621815","23.252128, -97.269577",Successful
B2387,Hawk,"47.816437, -88.378567","31.930277, -85.486982",Failed
B2399,Hawk,"40.626275, -105.864250","25.255009, -102.508693",Successful
B2400,Hawk,"46.572168, -92.995063","30.637122, -87.216505",Failed
B2410,Hawk,"54.548951, -97.151502","26.975037, -102.803880",Successful
B2418,Hawk,"45.106303, -84.625145","30.833708, -99.460303",Successful
B2419,Hawk,"48.804187, -105.379965","33.458849, -96.717188",Failed
B2432,Hawk,"55.158688, -96.252383","28.685750, -93.524125",Failed
B2435,Hawk,"52.122915, -104.111813","27.111803, -97.556593",Failed
B2440,Hawk,"42.874021, -83.434388","24.425354, -103.939282",Failed
B2467,Hawk,"53.744069, -107.472700","22.826142, -99.525489",Failed
B2470,Hawk,"56.268021, -101.482546","20.037825, -95.368096",Successful
B2477,Hawk,"44.320638, -108.165847","27.337129, -104.349308",Successful
B2489,Hawk,"47.581375, -85.303053","34.422101, -91.048855",Failed
B2493,Hawk,"42.074750, -79.643410","24.391285, -101.554957",Failed
B2501,Hawk,"53.811202, -102.724744","30.145891, -85.880272",Successful
B2503,Hawk,"55.199152, -97.306826","30.288542, -83.500305",Failed
B2504,Hawk,"45.376457, -116.570771","24.353889, -96.584681",Successful
B2524,Hawk,"52.894367, -103.600316","14.973257, -86.760643",Failed
B2540,Hawk,"54.733064, -95.864597","24.699081, -104.250442",Failed
B2548,Hawk,"49.773638, -113.004829","26.775254, -100.990334",Successful
B2552,Hawk,"43.812178, -111.702635","13.397010, -88.683360",Successful
B2565,Hawk,"47.838554, -88.059672","30.050537, -83.036218",Failed
B2567,Hawk,"47.412829, -109.843601","20.495297, -100.440202",Failed
B2577,Hawk,"57.889113, -108.157684","25.509291, -101.970365",Failed
B2579,Hawk,"44.255223, -92.302385","20.865210, -98.973047",Successful
B2582,Hawk,"57.929966, -106.586978","17.926379, -89.633614",Failed
B2588,Hawk,"54.957071, -108.865925","21.373816, -101.161465",Failed
B2599,Hawk,"54.604341, -95.390658","30.668233, -94.767579",Successful
B2600,Hawk,"53.028224, -108.626124","30.243066, -90.181774",Successful
B2605,Hawk,"45.216839, -112.857743","20.699230, -102.842444",Successful
B2625,Hawk,"42.946482, -108.111990","12.818328, -91.094238",Failed
B2636,Hawk,"57.232187, -95.466660","15.866757, -87.335773",Successful
B2637,Hawk,"55.354850, -100.304820","33.903396, -87.359907",Failed
B2640,Hawk,"44.264212, -87.528207","34.243424, -97.984588",Failed
B2644,Hawk,"46.989466, -85.489739","27.030677, -99.614389",Successful
B2651,Hawk,"44.895441, -105.614049","20.442370, -96.768219",Failed
B2657,Hawk,"40.808359, -114.586810","31.231125, -86.734235",Successful
B2660,Hawk,"53.778313, -108.734668","33.453762, -96.174236",Failed
B2668,Hawk,"45.859397, -86.107928","24.452176, -104.817520",Successful
B2670,Hawk,"57.263916, -99.841802","30.997920, -92.345149",Failed
B2673,Hawk,"55.550795, -101.397870","16.655830, -85.403030",Failed
B2676,Hawk,"55.856266, -101.459419","34.399942, -94.237016",Successful
B2687,Hawk,"53.989782, -108.735761","32.518867, -97.616605",Failed
B2691,Hawk,"55.092266, -103.280407","27.167758, -98.948226",Successful
B2692,Hawk,"52.295193, -106.089881","23.325123, -101.449589",Failed
B2706,Hawk,"45.491277, -112.491671","24.218831, -100.557495",Failed
B2719,Hawk,"46.912127, -87.004767","30.638029, -85.954419",Successful
B2725,Hawk,"55.037072, -107.744190","15.429955, -87.046291",Successful
B2731,Hawk,"49.513510, -107.259225","25.810069, -98.054839",Successful
B2739,Hawk,"45.342222, -108.760122","28.605575, -98.245956",Failed
B2748,Hawk,"44.294232, -90.412254","29.221306, -91.343719",Successful
B2753,Hawk,"54.701242, -103.010922","32.460358, -92.460041",Successful
B2764,Hawk,"41.438603, -111.864957","20.586326, -102.194031",Successful
B2767,Hawk,"45.182196, -106.304324","26.143923, -99.943169",Successful
B2778,Hawk,"43.138855, -118.600622","22.122593, -100.698945",Failed
B2786,Hawk,"43.043211, -111.785123","23.512253, -98.731248",Successful
B2792,Hawk,"43.041598, -76.715477","24.351230, -99.489629",Successful
B2799,Hawk,"46.302827, -113.969188","28.391452, -90.550101",Successful
B2816,Hawk,"47.370168, -115.040370","24.613343, -97.468187",Failed
B2819,Hawk,"45.189904, -89.796270","32.790517, -91.473399",Successful
B2829,Hawk,"42.200281, -113.916776","34.367179, -91.344631",Successful
B2832,Hawk,"49.484639, -114.937499","22.326030, -98.427753",Failed
B2835,Hawk,"41.871673, -105.493737","12.682360, -86.884366",Successful
B2847,Hawk,"51.724981, -98.723104","14.883033, -91.653993",Failed
B2848,Hawk,"49.818199, -112.285563","32.096947, -99.506840",Failed
B2855,Hawk,"43.359653, -84.003591","25.729860, -99.462820",Failed
B2858,Hawk,"41.941502, -118.898207","28.174218, -98.229895",Failed
B2860,Hawk,"40.866333, -105.287710","21.872293, -101.694624",Successful
B2872,Hawk,"57.992137, -98.352579","29.496803, -94.576561",Successful
B2877,Hawk,"40.103008, -106.026526","14.353235, -91.035768",Successful
B2884,Hawk,"44.165851, -105.686749","27.766099, -97.078833",Successful
B2887,Hawk,"43.600893, -113.844659","20.720998, -96.395325",Successful
B2898,Hawk,"42.246890, -85.449626","31.545309, -96.897908",Successful
B2899,Hawk,"45.451292, -116.762334","21.710086, -97.554981",Failed
B2900,Hawk,"53.099891, -104.340782","34.006832, -89.651297",Failed
B2909,Hawk,"48.426197, -112.950546","32.107762, -89.448844",Failed
B2917,Hawk,"53.079658, -108.257463","24.210648, -100.925620",Failed
B2920,Hawk,"55.284920, -100.521462","29.888854, -89.500893",Successful
B2922,Hawk,"42.007711, -84.621014","22.283581, -100.864524",Failed
B2934,Hawk,"47.084054, -89.328022","33.979027, -89.479882",Failed
B2935,Hawk,"42.767815, -83.001970","29.649350, -86.954593",Failed
B2945,Hawk,"46.214722, -92.105604","20.380679, -97.436159",Successful
B2956,Hawk,"55.830612, -96.769217","29.960468, -97.561840",Failed
B2957,Hawk,"51.844221, -109.583647","13.612195, -88.551210",Successful
B2963,Hawk,"56.172438, -99.229605","28.734332, -87.800324",Successful
B2970,Hawk,"55.701333, -105.062764","15.860070, -91.917109",Successful
B2980,Hawk,"47.560422, -87.970898","34.982346, -87.285583",Successful
B2988,Hawk,"43.346248, -116.535044","32.022929, -90.511493",Failed
B2992,Hawk,"56.323268, -107.698759","21.292802, -102.620540",Failed
B2994,Hawk,"49.502688, -106.591366","29.396016, -84.693322",Failed
B2996,Hawk,"44.214112, -91.239656","26.664222, -95.151575",Successful
B2997,Hawk,"44.342081, -118.726493","27.313857, -102.427727",Failed
B3000,Hawk,"55.185574, -100.601490","31.029274, -98.138443",Failed
B3002,Hawk,"44.988384, -90.961943","16.655215, -85.327595",Successful
B3008,Hawk,"47.465941, -117.280400","30.946648, -84.317378",Successful
B3009,Hawk,"45.523082, -87.476765","28.926894, -93.160991",Successful
B3018,Hawk,"44.206108, -87.627651","12.019238, -89.186731",Successful
B3020,Hawk,"56.400671, -103.420165","21.278313, -98.183461",Successful
B3022,Hawk,"52.105771, -96.403033","32.410727, -92.462202",Failed
B3030,Hawk,"43.237647, -86.955800","29.264436, -83.292503",Successful
B3032,Hawk,"55.382818, -101.143180","22.257259, -96.671378",Failed
B3041,Hawk,"55.795446, -106.043822","20.339098, -96.118228",Failed
B3049,Hawk,"52.654057, -106.733243","31.442543, -95.046750",Successful
B3050,Hawk,"43.284633, -105.471584","17.319014, -88.879259",Successful
B3054,Hawk,"45.463447, -111.991207","33.611329, -92.933743",Failed
B3063,Hawk,"43.549725, -113.549151","32.912891, -93.636946",Successful
B3077,Hawk,"43.017506, -81.898767","34.196535, -87.323910",Successful
B3078,Hawk,"48.830624, -106.617955","31.354777, -98.113392",Successful
B3100,Hawk,"43.787725, -110.191733","20.229325, -96.943519",Failed
B3106,Hawk,"42.514074, -80.569242","23.400698, -103.388816",Failed
B3109,Hawk,"47.935274, -109.749599","27.564469, -104.529312",Successful
B3123,Hawk,"57.185526, -101.412842","31.152279, -93.894073",Failed
B3127,Hawk,"54.944292, -104.581453","21.852426, -99.466939",Failed
B3132,Hawk,"44.746714, -81.225748","31.505562, -86.944575",Successful
B3133,Hawk,"54.709874, -107.394268","16.541432, -89.442148",Successful
B3148,Hawk,"52.247065, -97.844897","22.879702, -101.004699",Failed
B3149,Hawk,"45.292638, -116.874198","29.289127, -80.240613",Failed
B3151,Hawk,"51.054620, -99.840809","12.867094, -90.417032",Successful
B3157,Hawk,"46.175804, -112.778513","33.470677, -82.616934",Successful
B3166,Hawk,"46.335145, -91.391014","24.224346, -103.495105",Successful
B3179,Hawk,"46.910318, -109.257938","21.925484, -102.452816",Successful
B3180,Hawk,"46.888436, -110.720398","24.042379, -103.021979",Failed
B3188,Hawk,"52.620178, -98.102845","28.312617, -95.812084",Successful
B3190,Hawk,"53.129297, -95.911267","30.300927, -97.218760",Successful
B3213,Hawk,"46.020634, -115.132221","33.132937, -84.782749",Successful
B3214,Hawk,"44.370245, -83.398057","26.347670, -97.498873",Successful
B3217,Hawk,"44.762556, -108.324863","29.587538, -97.727869",Successful
B3219,Hawk,"48.723404, -113.811959","25.458251, -97.039475",Successful
B3228,Hawk,"54.394652, -99.593149","30.776452, -99.288777",Successful
B3256,Hawk,"56.196205, -96.863823","21.760111, -97.562455",Successful
B3259,Hawk,"57.524708, -102.338017","16.364891, -91.778843",Failed
B3278,Hawk,"54.895414, -107.409480","30.371056, -88.791938",Successful
B3319,Hawk,"57.511553, -96.007135","28.306867, -94.298098",Successful
B3321,Hawk,"42.625001, -77.026674","25.044271, -96.612029",Successful
B3328,Hawk,"43.199275, -80.578914","33.682383, -97.487053",Failed
B3329,Hawk,"43.289394, -114.764906","21.186355, -98.470913",Successful
B3331,Hawk,"55.400315, -107.752009","16.386132, -90.140234",Successful
B3340,Hawk,"45.321139, -94.282476","32.756231, -91.558660",Successful
B3348,Hawk,"45.732737, -88.398642","25.907614, -102.746960",Successful
B3349,Hawk,"50.562159, -102.522212","16.825473, -86.859839",Successful
B3358,Hawk,"52.759210, -102.289127","17.396476, -87.120132",Successful
B3361,Hawk,"46.469521, -110.326126","29.307717, -99.509887",Successful
B3363,Hawk,"47.742508, -112.820567","28.225109, -83.236718",Failed
B3376,Hawk,"57.962601, -103.880037","29.588413, -94.489236",Successful
B3390,Hawk,"56.165422, -101.866353","27.429182, -102.338865",Successful
B3393,Hawk,"44.615389, -90.332623","22.735541, -103.024877",Failed
B3395,Hawk,"42.841025, -118.611106","20.946763, -104.994379",Successful
B3409,Hawk,"57.111962, -105.693653","27.593238, -96.665831",Failed
B3410,Hawk,"47.465826, -80.967879","29.354298, -99.906009",Successful
B3412,Hawk,"43.760209, -75.100999","32.421857, -92.399986",Successful
B3417,Hawk,"44.199494, -76.986925","29.227720, -92.163535",Successful
B3433,Hawk,"42.168367, -83.053956","17.931285, -91.395426",Failed
B3434,Hawk,"46.849150, -84.896910","33.321980, -92.120772",Failed
B3439,Hawk,"53.567395, -96.766835","22.506713, -98.312781",Successful
B3449,Hawk,"45.141745, -88.315445","28.361903, -91.255694",Failed
B3455,Hawk,"57.895643, -100.780565","14.990845, -87.222686",Failed
B3466,Hawk,"42.701093, -86.412989","33.603707, -92.822960",Failed
B3468,Hawk,"45.079899, -86.043008","33.005389, -94.374312",Failed
B3470,Hawk,"42.508801, -90.238829","21.761823, -103.275725",Failed
B3480,Hawk,"54.327424, -97.156704","28.570213, -80.959662",Successful
B3487,Hawk,"40.478686, -105.222001","33.357683, -87.683611",Successful
B3490,Hawk,"54.957232, -99.214752","14.954871, -87.398320",Failed
B3495,Hawk,"44.759848, -84.918996","24.076025, -102.429504",Successful
B3496,Hawk,"42.117941, -114.347080","21.397149, -104.389368",Failed
B3498,Hawk,"47.024731, -109.389211","33.507767, -85.567998",Successful
B3506,Hawk,"42.572277, -89.286927","21.791857, -99.304824",Failed
B3514,Hawk,"50.081256, -97.268849","20.347432, -98.070635",Failed
B3527,Hawk,"47.853594, -85.777822","33.462032, -80.105089",Failed
B3534,Hawk,"46.416701, -91.224619","12.144461, -88.555444",Successful
B3537,Hawk,"46.659936, -87.921832","32.837573, -85.984081",Successful
B3539,Hawk,"48.470415, -118.583425","22.998150, -102.191931",Successful
B3567,Hawk,"46.346371, -118.660669","26.332789, -99.205172",Failed
B3568,Hawk,"44.528602, -92.082733","30.385914, -94.182701",Successful
B3581,Hawk,"53.999522, -108.310287","13.394191, -86.254009",Failed
B3583,Hawk,"40.677088, -119.017437","32.748890, -86.102703",Failed
B3584,Hawk,"51.169740, -96.184537","34.468532, -93.016315",Successful
B3590,Hawk,"51.147013, -105.911094","15.287700, -87.358930",Failed
B3599,Hawk,"46.611626, -90.607072","21.859159, -101.345038",Successful
B3603,Hawk,"53.236482, -96.368613","32.337756, -89.154022",Failed
B3610,Hawk,"43.794695, -114.735592","21.706257, -98.593203",Successful
B3617,Hawk,"45.737226, -76.813081","21.825571, -104.132706",Failed
B3620,Hawk,"42.273118, -84.316691","34.902355, -81.699675",Failed
B3638,Hawk,"50.567775, -97.307132","32.052440, -99.593073",Failed
B3643,Hawk,"45.722332, -88.398939","31.650405, -83.903437",Failed
