Bird_ID,Species,Origin,Destination,Migration_Success
B1767,Swallow,"50.754130, -109.484135","-23.751760, -46.528473",Failed
B1770,Swallow,"53.579718, 34.895399","10.090681, 96.778315",Failed
B1799,Swallow,"48.948326, 36.512805","10.481265, -6.907461",Successful
B1801,Swallow,"52.251593, -120.227498","1.556871, -70.691608",Failed
B1806,Swallow,"53.890649, 53.158356","8.188391, -1.132970",Successful
B1809,Swallow,"47.765944, 21.253545","13.670051, 70.878078",Failed
B1810,Swallow,"51.492373, -96.850013","-18.731943, -58.846552",Successful
B1811,Swallow,"44.944288, -112.547215","8.285788, -91.229794",Failed
B1831,Swallow,"35.566024, 123.918889","14.277861, 95.030426",Failed
B1834,Swallow,"56.448465, 64.829481","13.601481, 103.265305",Failed
B1835,Swallow,"51.589217, 56.665105","9.867731, 102.433679",Failed
B1839,Swallow,"54.698405, 43.586077","9.828801, 109.196487",Successful
B1845,Swallow,"54.221804, -119.412816","-23.135507, -62.944371",Successful
B1863,Swallow,"47.631076, 105.944019","11.065988, 109.309392",Failed
B1868,Swallow,"55.558214, 5.474559","7.692888, 88.271136",Successful
B1869,Swallow,"47.185687, 27.339461","3.932153, 0.263165",Failed
B1870,Swallow,"48.912146, 133.516118","11.210454, 0.324304",Successful
B1885,Swallow,"54.614764, 123.299755","10.398221, 5.045493",Failed
B1894,Swallow,"47.701128, -123.914799","11.291520, -90.378875",Failed
B1896,Swallow,"42.514013, 120.400127","10.685885, 81.095157",Successful
B1899,Swallow,"55.392800, -3.112860","6.449329, -13.833441",Failed
B1904,Swallow,"52.399063, -83.038335","1.771290, -72.663594",Failed
B1908,Swallow,"44.177993, -113.760191","-18.061179, -61.880552",Failed
B1910,Swallow,"41.895982, 135.859140","14.674009, 98.621181",Failed
B1912,Swallow,"54.806543, -79.448853","-16.781055, -58.194137",Successful
B1915,Swallow,"51.599013, -6.668292","6.060642, -5.107355",Successful
B1920,Swallow,"54.862785, -117.620347","9.958258, -92.908303",Successful
B1934,Swallow,"49.679697, 63.291459","14.665915, 105.430307",Failed
B1937,Swallow,"51.148575, 12.289987","1.172013, 39.065758",Failed
B1939,Swallow,"55.705723, 43.812556","6.399581, 109.944844",Successful
B1945,Swallow,"50.067532, -75.296401","15.314282, -86.338713",Successful
B1946,Swallow,"46.478531, 117.992894","5.306747, -2.860217",Failed
B1960,Swallow,"37.909944, 124.473008","6.796048, 102.213134",Successful
B1967,Swallow,"54.793127, 24.687969","0.701822, -0.102977",Successful
B1968,Swallow,"46.130206, 41.117762","14.574357, 84.878955",Failed
B1994,Swallow,"58.781491, -9.862817","-8.587163, 31.550576",Successful
B1996,Swallow,"53.514565, -93.315717","8.782477, -84.794789",Successful
B2003,Swallow,"46.226057, -98.236202","-29.568869, -49.402972",Failed
B2008,Swallow,"46.889798, -86.234333","-33.252481, -62.511264",Successful
B2010,Swallow,"57.083761, 44.421035","10.317751, 103.979752",Failed
B2025,Swallow,"54.826058, -111.132615","0.117803, -62.880565",Successful
B2033,Swallow,"56.657440, 26.690424","12.688331, 97.622818",Failed
B2052,Swallow,"48.245754, -113.467258","5.578871, -69.598339",Successful
B2054,Swallow,"49.167607, -108.694948","-25.634127, -50.434899",Failed
B2059,Swallow,"47.977700, -8.643826","-13.636687, 27.320873",Failed
B2064,Swallow,"50.468502, 104.333118","6.779800, 106.448990",Successful
B2066,Swallow,"46.243910, 47.175963","6.311728, 73.913861",Successful
B2068,Swallow,"54.961728, -84.570261","-25.483711, -50.842473",Successful
B2075,Swallow,"37.963948, 128.644035","10.751788, 98.159257",Successful
B2078,Swallow,"49.021597, -115.803278","12.203549, -82.261731",Failed
B2079,Swallow,"43.022419, -107.340011","13.589257, -93.592149",Failed
B2113,Swallow,"56.893465, 25.338463","0.219678, -12.339249",Successful
B2119,Swallow,"44.919995, -85.282248","15.931885, -89.867460",Failed
B2120,Swallow,"49.542375, 106.774363","-2.947728, 28.053344",Successful
B2126,Swallow,"48.343025, -74.619510","1.007205, -73.996220",Failed
B2127,Swallow,"53.777164, -114.696909","13.222981, -91.895464",Failed
B2130,Swallow,"42.773384, -106.646064","15.199998, -92.374527",Successful
B2134,Swallow,"48.036375, -0.869461","-4.834234, 27.259091",Failed
B2143,Swallow,"53.318532, -105.017447","17.900731, -87.512818",Successful
B2147,Swallow,"46.601852, 10.124128","3.078292, 2.960415",Failed
B2158,Swallow,"52.980128, 32.208844","2.193259, -11.135872",Successful
B2159,Swallow,"44.705670, 123.751918","12.013220, 70.709535",Failed
B2174,Swallow,"47.489111, -115.119834","0.707530, -69.510772",Successful
B2191,Swallow,"49.260502, 118.876755","-3.729589, 28.759403",Failed
B2196,Swallow,"43.194268, -120.051779","12.252235, -83.465598",Successful
B2211,Swallow,"48.123709, -119.826059","-25.564872, -46.147574",Successful
B2213,Swallow,"53.583493, 18.807222","4.774812, 39.924434",Successful
B2216,Swallow,"51.280193, -1.710786","7.959716, 4.202785",Successful
B2228,Swallow,"49.530643, -118.070000","16.980770, -88.457113",Successful
B2240,Swallow,"45.208755, -115.016960","5.776998, -63.206859",Failed
B2243,Swallow,"56.565589, 20.587113","0.388017, 35.162738",Successful
B2244,Swallow,"38.108478, 103.376324","-12.390614, 35.786901",Failed
B2245,Swallow,"52.541133, 38.831155","14.647155, 72.990810",Failed
B2253,Swallow,"48.379949, -70.691314","-31.926882, -63.797619",Failed
B2262,Swallow,"49.599461, -107.610421","12.760361, -84.060318",Failed
B2267,Swallow,"53.131407, -80.112475","16.162596, -94.146302",Successful
B2272,Swallow,"43.649914, 129.900780","-0.583945, 38.179889",Successful
B2287,Swallow,"53.844457, -92.770219","15.022180, -94.286520",Successful
B2290,Swallow,"47.442267, -72.542673","17.655122, -94.178031",Failed
B2297,Swallow,"53.135808, -76.681455","2.859409, -66.813866",Failed
B2301,Swallow,"48.588115, 58.717402","-9.507284, 35.074348",Successful
B2302,Swallow,"52.035293, -121.173747","15.290652, -84.029644",Failed
B2303,Swallow,"45.320975, 6.371726","-10.401720, 34.082181",Successful
B2304,Swallow,"47.376780, 23.499139","4.959224, -4.537020",Successful
B2323,Swallow,"54.728308, -108.391841","11.418339, -88.056882",Successful
B2331,Swallow,"54.126739, 27.074047","3.609642, -12.796395",Successful
B2332,Swallow,"53.376278, -118.426760","7.298547, -64.470196",Failed
B2337,Swallow,"45.382091, 21.114466","11.728116, 105.108665",Successful
B2346,Swallow,"53.604275, -90.240959","1.674359, -63.316235",Failed
B2390,Swallow,"53.651606, -121.070903","15.690693, -91.405171",Failed
B2391,Swallow,"52.842954, -118.564008","15.873479, -89.072607",Failed
B2403,Swallow,"46.773785, -119.109937","4.953124, -64.553098",Successful
B2407,Swallow,"49.306840, 16.915192","11.758024, 107.722165",Successful
B2412,Swallow,"54.021075, -118.421373","-28.395188, -54.728530",Successful
B2416,Swallow,"46.837264, -111.167760","3.180285, -61.814876",Successful
B2425,Swallow,"54.741778, 11.226376","11.819393, -12.650355",Successful
B2426,Swallow,"47.521764, -0.285613","10.031020, -2.154233",Failed
B2434,Swallow,"44.345837, -123.579244","15.178658, -94.584456",Successful
B2436,Swallow,"56.081724, 23.284135","9.738002, 7.954223",Successful
B2439,Swallow,"43.085362, 118.124252","0.654588, -4.436513",Failed
B2442,Swallow,"46.642321, 127.536994","8.907112, 106.174497",Failed
B2446,Swallow,"50.307670, -118.634551","-32.597843, -60.181518",Successful
B2456,Swallow,"49.147505, -113.033718","-29.535325, -54.599277",Failed
B2463,Swallow,"45.667751, -80.230910","11.664842, -92.391599",Failed
B2468,Swallow,"53.558200, 4.053459","10.171336, -13.096300",Successful
B2469,Swallow,"50.959314, -106.142804","-30.538356, -49.131341",Failed
B2478,Swallow,"47.754488, -1.463072","4.742423, -14.370329",Failed
B2480,Swallow,"43.961886, -70.628737","8.247174, -88.659848",Failed
B2482,Swallow,"43.684491, -124.521688","17.035381, -80.615901",Successful
B2483,Swallow,"51.444350, -89.045994","-18.843919, -47.941364",Successful
B2490,Swallow,"56.134110, 9.072901","10.313196, -7.259661",Failed
B2492,Swallow,"48.102714, -7.839548","6.780901, 6.351037",Successful
B2502,Swallow,"47.513516, 131.624596","5.884484, 105.402878",Successful
B2508,Swallow,"53.802141, -102.482051","7.081028, -68.370687",Failed
B2516,Swallow,"44.654533, -90.569866","14.649669, -80.707251",Failed
B2523,Swallow,"52.113496, -82.092237","9.352671, -84.053663",Successful
B2534,Swallow,"54.635727, -108.200818","-34.115202, -58.564248",Failed
B2541,Swallow,"52.012573, 49.742991","10.529368, 83.012217",Failed
B2542,Swallow,"54.220187, 4.347691","4.580251, 5.934142",Failed
B2550,Swallow,"49.361410, -108.474127","7.104768, -61.240256",Failed
B2555,Swallow,"45.583414, 10.358887","13.546901, 79.170570",Successful
B2575,Swallow,"52.597454, 113.879201","9.291886, -10.028792",Successful
B2586,Swallow,"51.513533, -101.328314","-23.738710, -58.908754",Successful
B2603,Swallow,"43.000245, -115.897081","14.051890, -83.726222",Failed
B2612,Swallow,"46.745756, -2.262762","0.487167, 7.134813",Failed
B2618,Swallow,"46.784354, -98.509013","7.705387, -66.188523",Successful
B2621,Swallow,"44.712806, -101.593152","4.602982, -62.821439",Successful
B2623,Swallow,"46.522097, 24.542680","18.672634, 74.632804",Failed
B2626,Swallow,"59.925931, 13.001859","1.887688, 30.996690",Successful
B2628,Swallow,"53.918833, 29.164034","5.005225, 1.645834",Successful
B2647,Swallow,"48.322896, 18.060284","10.048302, 109.602491",Failed
B2650,Swallow,"51.141375, -96.604443","-34.384129, -59.241217",Successful
B2652,Swallow,"56.940046, 25.645094","5.591938, -3.018691",Failed
B2662,Swallow,"49.906233, -101.362582","15.485068, -88.357904",Successful
B2669,Swallow,"50.798426, 45.623408","-8.242609, 34.299442",Failed
B2674,Swallow,"41.089315, 120.714576","18.100293, 76.466445",Successful
B2685,Swallow,"45.948592, -88.577312","0.549885, -71.061665",Successful
B2696,Swallow,"52.500686, -73.568792","-26.178845, -58.193661",Successful
B2707,Swallow,"48.206969, -106.790605","7.337498, -69.005135",Successful
B2716,Swallow,"46.174475, 14.128292","4.196964, -0.491112",Successful
B2722,Swallow,"40.998892, 132.491190","9.790685, 97.018647",Successful
B2726,Swallow,"47.144759, -4.203220","7.478885, 107.631794",Successful
B2727,Swallow,"53.636456, 1.524559","9.373221, 82.103819",Successful
B2728,Swallow,"52.845070, 47.093339","10.246114, 0.624366",Successful
B2729,Swallow,"48.142857, 21.563940","14.610592, 102.966390",Failed
B2730,Swallow,"46.622849, -99.843185","6.480250, -70.484744",Failed
B2734,Swallow,"45.817837, -106.671467","4.040811, -61.313415",Successful
B2752,Swallow,"42.888117, -92.552660","-25.539832, -62.868019",Successful
B2754,Swallow,"42.761596, 124.268996","-14.022662, 33.100460",Failed
B2756,Swallow,"50.251837, 123.318848","11.911182, 8.070705",Successful
B2758,Swallow,"53.411269, -8.026583","-2.309594, 25.830831",Failed
B2765,Swallow,"37.651350, 107.016332","1.760319, 38.165694",Successful
B2770,Swallow,"46.729697, -89.842152","17.181077, -93.714637",Failed
B2772,Swallow,"41.652232, 130.136211","7.622957, 109.472543",Successful
B2777,Swallow,"40.023113, 128.823659","5.996224, 103.829015",Successful
B2783,Swallow,"42.196925, -99.515868","10.703791, -90.680922",Failed
B2794,Swallow,"59.907200, 21.752253","10.027526, -4.358637",Failed
B2810,Swallow,"50.302998, -88.987045","-25.749151, -58.875995",Failed
B2827,Swallow,"44.069577, -103.618009","2.965938, -65.955894",Failed
B2831,Swallow,"47.576883, 102.601570","18.443812, 75.590907",Failed
B2834,Swallow,"47.330657, -2.738014","-14.379163, 26.819357",Failed
B2857,Swallow,"53.173218, -83.690456","-34.569907, -48.690501",Failed
B2862,Swallow,"50.539562, -110.898102","4.707009, -74.747417",Successful
B2865,Swallow,"45.810643, 14.177079","14.241173, 86.789586",Successful
B2868,Swallow,"57.888853, 7.636203","9.941113, 109.595874",Failed
B2873,Swallow,"38.042075, 134.737354","14.091767, 74.022635",Successful
B2875,Swallow,"56.007962, 2.216640","13.492368, 104.737820",Failed
B2885,Swallow,"40.526424, 107.812452","10.669445, 83.916982",Successful
B2886,Swallow,"55.399653, 10.215107","16.007889, 72.273279",Failed
B2890,Swallow,"49.250608, 105.128409","11.192239, -14.263219",Successful
B2892,Swallow,"42.478862, -78.633221","10.656850, -92.141139",Failed
B2893,Swallow,"51.722815, 29.227800","2.648519, -6.094677",Successful
B2911,Swallow,"46.227816, -77.286112","13.318762, -93.844679",Successful
B2927,Swallow,"50.690272, -72.376388","4.088989, -69.825826",Successful
B2929,Swallow,"48.491896, 10.537295","-6.764031, 26.243346",Successful
B2930,Swallow,"54.405322, 124.243868","9.166901, 100.977978",Failed
B2939,Swallow,"56.934964, -6.452741","5.053875, -4.994218",Failed
B2940,Swallow,"52.389671, -110.125538","3.697733, -65.255792",Successful
B2944,Swallow,"51.685746, -76.583437","9.373125, -81.646959",Failed
B2952,Swallow,"50.751843, -82.049433","-25.876867, -55.269837",Failed
B2959,Swallow,"54.731986, -9.081979","7.435458, 9.234391",Successful
B2960,Swallow,"54.338999, -106.025121","5.448573, -67.708129",Failed
B2966,Swallow,"49.550279, -109.438882","4.762068, -74.518721",Failed
B2971,Swallow,"54.692530, -8.060881","5.661366, -3.791210",Failed
B2973,Swallow,"56.598353, 21.842490","10.925816, 9.220733",Successful
B2977,Swallow,"45.358650, -84.404459","13.598021, -94.037169",Successful
B2979,Swallow,"44.288936, -116.406082","17.566642, -93.541855",Successful
B2998,Swallow,"59.740387, 18.279027","8.645409, -8.569337",Successful
B3010,Swallow,"53.605447, 68.030655","-5.012449, 25.898227",Successful
B3014,Swallow,"37.149801, 120.412920","-10.002647, 29.681711",Failed
B3017,Swallow,"48.875628, 21.304072","6.148344, -3.104895",Failed
B3021,Swallow,"55.782121, -0.210458","4.081520, -12.752142",Successful
B3034,Swallow,"51.891889, -72.930125","4.801678, -65.901152",Successful
B3057,Swallow,"45.027771, -92.903713","2.051809, -63.084704",Failed
B3058,Swallow,"48.365526, -124.877765","-27.262999, -49.149076",Successful
B3059,Swallow,"47.541543, 59.138842","-14.182551, 30.864295",Successful
B3070,Swallow,"54.157742, -101.200667","5.148910, -64.056361",Successful
B3086,Swallow,"49.252049, -80.942856","10.142826, -84.896084",Successful
B3089,Swallow,"52.495763, 41.072900","-11.966429, 37.646250",Successful
B3092,Swallow,"47.353908, 5.875821","0.916110, 5.065592",Failed
B3111,Swallow,"48.018197, 58.834290","-4.401197, 34.034309",Failed
B3125,Swallow,"55.621444, 33.671060","6.218983, 83.075091",Failed
B3128,Swallow,"53.367522, -80.192104","13.325965, -80.662922",Failed
B3144,Swallow,"45.177674, -114.923094","-30.937838, -52.222326",Successful
B3156,Swallow,"45.411932, -73.851769","8.197798, -80.712611",Failed
B3160,Swallow,"37.640045, 136.662710","19.667666, 82.898363",Successful
B3168,Swallow,"49.054320, -114.459483","13.767508, -82.615820",Successful
B3169,Swallow,"55.045957, 65.919583","7.992757, 109.168215",Successful
B3177,Swallow,"46.524016, -118.550378","11.408408, -92.721508",Successful
B3178,Swallow,"50.919906, -71.790411","9.951889, -82.360944",Successful
B3197,Swallow,"48.683752, 64.250491","-1.637031, 31.788067",Successful
B3201,Swallow,"46.964945, -100.487337","1.037977, -72.762710",Failed
B3206,Swallow,"45.540155, 63.641705","7.896971, 99.409424",Successful
B3208,Swallow,"45.511115, -117.784820","10.587827, -80.331566",Successful
B3218,Swallow,"48.861451, -100.728485","2.352171, -69.864081",Failed
B3229,Swallow,"48.598107, 118.873144","-4.369176, 31.441993",Failed
B3230,Swallow,"54.661446, 127.555652","11.012242, 80.523337",Successful
B3233,Swallow,"57.107505, -3.725282","8.104520, -1.863528",Failed
B3237,Swallow,"35.335365, 123.338532","8.847142, 99.165227",Failed
B3238,Swallow,"47.316794, 52.602916","10.487809, 97.827842",Successful
B3240,Swallow,"45.446742, -90.818771","16.136791, -87.050259",Failed
B3247,Swallow,"46.757939, -80.307910","-20.168590, -50.349717",Successful
B3251,Swallow,"54.628651, -86.984813","7.371076, -63.939861",Failed
B3253,Swallow,"49.060252, -116.639721","-21.012115, -46.630129",Successful
B3254,Swallow,"50.683854, -117.234407","16.514748, -84.109236",Successful
B3255,Swallow,"51.226129, 3.892395","7.420887, 3.508891",Successful
B3258,Swallow,"45.744906, 33.552384","8.641419, 107.866817",Successful
B3276,Swallow,"48.494073, 18.385263","13.043447, 78.816241",Failed
B3282,Swallow,"52.951290, -76.941836","-25.813435, -52.320759",Successful
B3284,Swallow,"45.182721, -84.436558","7.669924, -65.468841",Successful
B3287,Swallow,"54.716495, -111.418700","12.166315, -85.126616",Failed
B3309,Swallow,"35.732100, 114.108520","11.966854, 95.820589",Successful
B3320,Swallow,"57.814750, -9.896389","-5.226144, 37.118581",Successful
B3341,Swallow,"44.514203, -111.497701","-27.830617, -46.484592",Failed
B3353,Swallow,"51.141069, -74.115237","0.628531, -69.535494",Failed
B3356,Swallow,"44.475649, -83.085933","0.273881, -61.764589",Failed
B3371,Swallow,"48.132356, 59.880107","0.511159, -6.752446",Failed
B3373,Swallow,"51.738085, -90.570432","3.047236, -66.144580",Failed
B3397,Swallow,"47.351230, 117.742700","6.572807, 75.120546",Failed
B3413,Swallow,"47.742877, -123.224896","1.296089, -70.653700",Successful
B3421,Swallow,"53.259618, 69.051364","3.411914, -14.063342",Failed
B3426,Swallow,"53.473470, -100.502894","2.384727, -73.731241",Successful
B3428,Swallow,"55.689417, 9.511723","5.016161, -6.808299",Failed
B3429,Swallow,"41.530945, 129.201242","6.454500, -11.975905",Successful
B3436,Swallow,"58.509377, 62.629707","8.283962, 71.015558",Successful
B3453,Swallow,"50.023217, -79.412561","-22.500669, -63.805002",Successful
B3454,Swallow,"40.878412, 116.807712","10.025561, 106.678583",Successful
B3459,Swallow,"53.714274, -85.988056","-22.240879, -64.045742",Failed
B3460,Swallow,"58.425254, 20.058885","-4.316399, 30.679363",Successful
B3464,Swallow,"59.308642, 21.179961","-1.603457, 26.032785",Successful
B3471,Swallow,"47.118477, -88.708254","-24.968242, -58.217398",Failed
B3472,Swallow,"49.560541, 32.376811","-14.708236, 25.215295",Successful
B3485,Swallow,"53.348455, -105.350256","10.759089, -94.153657",Successful
B3491,Swallow,"58.345156, 26.338424","8.319903, 2.354480",Successful
B3499,Swallow,"48.923500, -77.577735","1.796259, -62.707398",Successful
B3500,Swallow,"47.224312, -107.318651","-30.513578, -47.871563",Successful
B3512,Swallow,"53.996334, 108.978255","7.545205, 106.982963",Failed
B3515,Swallow,"59.073497, 26.621857","-1.065235, 26.617945",Successful
B3535,Swallow,"50.975582, -103.117169","-25.035183, -51.756324",Successful
B3544,Swallow,"46.626260, -122.299125","3.938945, -60.554610",Successful
B3553,Swallow,"56.300341, 26.323263","10.890728, -13.939178",Successful
B3556,Swallow,"49.604281, 33.601240","7.707965, 95.459153",Successful
B3559,Swallow,"47.341535, 69.640384","9.657336, 81.739562",Failed
B3562,Swallow,"47.496210, -101.852825","12.418756, -94.769865",Successful
B3563,Swallow,"46.522022, -91.475252","4.181672, -62.118015",Failed
B3569,Swallow,"50.509146, -82.130079","5.918560, -62.391865",Failed
