Bird_ID,Species,Origin,Destination,Migration_Success
B1966,Crane,"47.460133, -93.466828","29.102014, -83.801610",Failed
B1977,Crane,"46.670709, -92.127689","32.599156, -105.209521",Failed
B1978,Crane,"59.642832, -104.074448","24.688453, -101.817360",Failed
B1989,Crane,"52.404506, -110.387314","34.188420, -102.231452",Successful
B1990,Crane,"57.741383, -91.441848","32.694328, -101.512715",Failed
B2002,Crane,"46.669620, -89.530971","30.839731, -82.206246",Successful
B2020,Crane,"53.652130, -106.483504","24.128804, -96.432454",Successful
B2021,Crane,"62.283986, -96.637170","32.678161, -105.041230",Successful
B2022,Crane,"46.195534, -96.968435","28.531232, -95.676787",Successful
B2023,Crane,"52.610074, -111.102306","34.943932, -103.820382",Failed
B2029,Crane,"63.359423, -156.405454","28.106516, -96.210634",Successful
B2034,Crane,"43.606589, -96.282533","29.152872, -83.109505",Failed
B2035,Crane,"61.613430, -147.301186","23.433736, -101.352764",Successful
B2036,Crane,"44.968695, -88.259427","27.866107, -80.468741",Failed
B2041,Crane,"45.589215, -91.991500","29.692678, -83.739220",Successful
B2042,Crane,"55.948420, -103.096412","25.104916, -96.964910",Successful
B2063,Crane,"62.482790, -97.978983","24.532440, -98.280256",Successful
B2072,Crane,"60.556882, -154.906347","27.055281, -102.872013",Failed
B2080,Crane,"54.742670, -106.589280","25.558563, -101.218269",Failed
B2096,Crane,"56.443240, -100.879318","27.672414, -80.848926",Successful
B2097,Crane,"60.289250, -145.694042","31.296628, -95.329503",Failed
B2099,Crane,"62.369169, -149.865736","24.885582, -101.564791",Failed
B2103,Crane,"66.301011, -155.276156","32.202131, -105.681048",Failed
B2110,Crane,"67.964189, -159.181982","31.064676, -99.700083",Failed
B2111,Crane,"65.983802, -143.592034","28.132647, -84.275564",Successful
B2133,Crane,"60.484434, -159.302787","33.559418, -104.499799",Failed
B2145,Crane,"69.595140, -153.910440","30.990010, -80.017315",Failed
B2153,Crane,"64.792517, -140.139675","26.407317, -82.177114",Failed
B2154,Crane,"58.519570, -111.983291","33.109290, -101.257851",Successful
B2168,Crane,"59.204110, -100.832821","27.166057, -98.941111",Failed
B2176,Crane,"61.896042, -116.280624","26.326672, -101.680545",Successful
B2177,Crane,"53.471986, -110.966629","26.533603, -100.464671",Successful
B2186,Crane,"65.905016, -141.338962","34.736493, -96.469262",Successful
B2194,Crane,"64.279601, -101.050689","29.540929, -84.604612",Failed
B2199,Crane,"48.080469, -98.399478","30.331498, -82.013556",Failed
B2201,Crane,"56.735306, -91.858658","28.457234, -82.915651",Successful
B2209,Crane,"69.074887, -156.750393","28.042489, -97.773476",Successful
B2222,Crane,"58.606395, -106.966755","28.687604, -96.519177",Successful
B2226,Crane,"60.399023, -114.185534","28.397181, -84.231867",Failed
B2227,Crane,"60.366892, -98.364259","30.717410, -97.803578",Successful
B2246,Crane,"45.443830, -86.925802","31.118230, -84.875191",Failed
B2250,Crane,"52.916935, -102.316924","29.901552, -80.304600",Successful
B2261,Crane,"56.271997, -105.005203","26.229036, -104.065767",Successful
B2265,Crane,"52.847796, -100.955466","29.186434, -80.745926",Failed
B2266,Crane,"63.854932, -101.395162","22.480999, -98.460524",Failed
B2271,Crane,"58.768814, -109.811716","23.427387, -95.164616",Successful
B2277,Crane,"66.131581, -140.031568","33.565296, -100.127514",Failed
B2281,Crane,"57.122353, -92.824770","29.433688, -97.618937",Failed
B2282,Crane,"44.889152, -95.328937","30.095197, -98.707242",Successful
B2294,Crane,"66.159520, -152.143591","27.899869, -96.045749",Failed
B2310,Crane,"68.138517, -140.788340","34.194221, -102.667410",Successful
B2312,Crane,"69.389975, -156.745313","29.421756, -83.527062",Failed
B2315,Crane,"44.217562, -96.235344","27.024782, -82.891911",Failed
B2317,Crane,"55.941946, -115.480655","26.829344, -96.391529",Failed
B2327,Crane,"54.702809, -107.158869","29.734839, -102.026032",Failed
B2335,Crane,"63.603038, -90.450093","31.568114, -82.723816",Failed
B2344,Crane,"46.598562, -94.431357","31.158448, -81.766817",Successful
B2364,Crane,"64.808354, -147.255948","33.490122, -104.521123",Failed
B2366,Crane,"44.350678, -93.576259","33.684047, -99.423071",Successful
B2367,Crane,"58.888365, -110.749031","25.201683, -103.133025",Successful
B2371,Crane,"65.355225, -148.569248","30.087680, -97.492784",Failed
B2372,Crane,"61.296018, -158.091616","33.968261, -96.337689",Successful
B2375,Crane,"59.602278, -103.479584","27.682575, -80.434476",Failed
B2384,Crane,"44.639346, -98.313014","26.295447, -83.841079",Failed
B2394,Crane,"59.313331, -108.833841","25.550261, -95.751658",Successful
B2409,Crane,"52.671636, -111.418254","31.878274, -101.680369",Failed
B2414,Crane,"56.138758, -90.878711","28.782409, -84.100089",Successful
B2430,Crane,"52.537319, -108.381551","31.658465, -98.779833",Failed
B2443,Crane,"61.494784, -112.066312","26.076572, -84.396057",Successful
B2448,Crane,"68.311156, -156.444337","26.899919, -102.721571",Failed
B2453,Crane,"62.868200, -156.955145","25.330413, -95.603223",Failed
B2455,Crane,"47.201088, -99.954140","28.990494, -100.904630",Successful
B2457,Crane,"64.410495, -145.384416","29.151551, -98.234722",Successful
B2458,Crane,"48.034940, -89.586008","30.572880, -81.192626",Successful
B2460,Crane,"58.424619, -101.156791","25.090825, -102.706485",Failed
B2461,Crane,"58.781371, -96.298799","32.808704, -104.632838",Failed
B2472,Crane,"62.608562, -147.890544","23.844045, -100.489309",Successful
B2496,Crane,"50.612017, -102.786447","27.371056, -81.304995",Successful
B2497,Crane,"63.525587, -100.766362","31.760675, -82.399437",Failed
B2498,Crane,"64.942524, -158.042707","34.897501, -102.871241",Successful
B2506,Crane,"56.948261, -104.451453","24.989409, -97.855540",Successful
B2510,Crane,"55.840977, -114.603294","34.056489, -96.108661",Failed
B2520,Crane,"58.231626, -108.223796","30.689321, -105.373168",Failed
B2527,Crane,"53.840454, -113.455036","25.166075, -101.266959",Successful
B2530,Crane,"68.292168, -154.209163","26.805530, -102.245039",Successful
B2544,Crane,"63.347107, -155.984662","28.658167, -101.093563",Failed
B2546,Crane,"56.929919, -112.076472","32.121162, -99.091655",Successful
B2553,Crane,"44.015221, -97.316283","34.002031, -101.567662",Failed
B2554,Crane,"59.418868, -102.863810","31.267298, -105.890793",Failed
B2559,Crane,"55.048757, -94.727417","30.116288, -84.061062",Failed
B2562,Crane,"56.385591, -107.040998","27.997294, -83.544270",Successful
B2578,Crane,"54.468230, -104.111591","33.228366, -100.665973",Failed
B2580,Crane,"44.137645, -94.154024","32.760258, -103.280846",Failed
B2590,Crane,"65.947606, -141.699040","25.720129, -95.479424",Successful
B2594,Crane,"56.400345, -109.190886","26.430417, -95.715700",Failed
B2607,Crane,"43.776068, -90.109122","26.815465, -82.943569",Successful
B2615,Crane,"53.413448, -102.783372","28.644185, -103.459808",Successful
B2620,Crane,"44.196985, -86.437006","26.300154, -81.997425",Failed
B2631,Crane,"55.828741, -110.647357","25.281450, -102.864813",Successful
B2641,Crane,"44.013922, -93.932677","27.555138, -80.255825",Successful
B2661,Crane,"57.116426, -101.096235","31.665219, -97.832486",Successful
B2665,Crane,"58.494906, -104.482569","27.333011, -84.180386",Successful
B2684,Crane,"62.705734, -145.081981","30.174094, -103.745264",Failed
B2686,Crane,"56.772611, -111.281439","23.150775, -96.009648",Failed
B2689,Crane,"47.303909, -91.693136","27.129836, -82.714412",Successful
B2693,Crane,"58.833166, -95.277333","28.992390, -99.701632",Successful
B2694,Crane,"59.459839, -108.461969","27.865647, -101.920422",Successful
B2697,Crane,"56.310141, -105.730489","34.110416, -96.770003",Successful
B2699,Crane,"48.877654, -96.738490","26.442674, -80.077453",Successful
B2712,Crane,"48.809574, -85.546649","31.435554, -83.047401",Failed
B2713,Crane,"69.457844, -155.959300","28.639541, -99.724319",Successful
B2715,Crane,"68.128586, -146.452472","28.870529, -101.747020",Successful
B2718,Crane,"52.136357, -114.914243","32.907020, -95.293161",Successful
B2720,Crane,"51.645885, -100.519746","24.329124, -97.214306",Failed
B2732,Crane,"54.570779, -113.055308","25.015864, -101.232684",Failed
B2736,Crane,"58.833830, -108.092155","28.393668, -80.083785",Successful
B2737,Crane,"58.467327, -107.723474","27.149859, -99.978647",Successful
B2742,Crane,"68.195436, -143.239693","28.952436, -83.573096",Failed
B2747,Crane,"61.654430, -155.707238","22.610345, -96.503724",Successful
B2750,Crane,"57.284863, -91.961226","33.952340, -104.410897",Successful
B2751,Crane,"61.397137, -155.004196","32.996451, -98.646279",Successful
B2762,Crane,"45.957220, -94.105584","30.388934, -84.355348",Successful
B2775,Crane,"58.124963, -105.577227","23.912697, -101.703066",Successful
B2795,Crane,"62.933996, -95.271695","34.492083, -102.148748",Successful
B2797,Crane,"56.376208, -103.384959","33.408593, -101.327275",Successful
B2805,Crane,"56.414783, -109.619108","23.076956, -101.211499",Successful
B2807,Crane,"61.384949, -145.479526","29.099012, -83.662968",Failed
B2813,Crane,"55.037099, -113.234672","31.482415, -103.972889",Failed
B2818,Crane,"56.629855, -94.808635","29.238960, -103.130215",Failed
B2820,Crane,"68.543133, -152.193099","31.995019, -81.356385",Successful
B2841,Crane,"66.104284, -142.540658","33.807551, -97.188460",Failed
B2845,Crane,"55.765823, -93.385337","31.525800, -81.688693",Failed
B2850,Crane,"60.569344, -144.150752","34.455219, -101.664833",Failed
B2851,Crane,"64.870888, -159.454693","26.901191, -81.229309",Successful
B2876,Crane,"59.151824, -115.397230","23.169543, -104.706526",Failed
B2896,Crane,"63.609653, -104.622049","23.094047, -102.433525",Failed
B2901,Crane,"60.487325, -115.894104","27.801098, -84.442310",Failed
B2907,Crane,"55.766514, -104.880207","28.827249, -99.843155",Failed
B2915,Crane,"62.235170, -96.812097","34.893429, -101.275547",Failed
B2921,Crane,"45.200921, -95.924336","27.760861, -82.078949",Failed
B2925,Crane,"57.044622, -108.682306","22.786721, -96.964236",Successful
B2932,Crane,"59.643428, -109.182722","29.540990, -83.311708",Successful
B2941,Crane,"61.575955, -91.867735","28.901606, -97.007389",Failed
B2946,Crane,"48.546988, -92.361680","26.841107, -81.958738",Successful
B2948,Crane,"50.562330, -109.420268","23.899569, -103.069259",Successful
B2953,Crane,"43.690803, -94.152793","28.657255, -96.843566",Successful
B2954,Crane,"60.792592, -157.136910","27.833039, -104.996010",Successful
B2965,Crane,"56.527589, -112.425927","23.016233, -95.293481",Failed
B2967,Crane,"53.641638, -104.572728","29.410165, -105.309371",Successful
B2968,Crane,"68.322812, -150.401312","31.837426, -103.507876",Failed
B2972,Crane,"68.429337, -156.251268","29.788452, -95.027265",Successful
B2981,Crane,"56.680190, -101.919676","27.408182, -95.488713",Failed
B2982,Crane,"52.760280, -110.555084","30.063593, -100.699546",Successful
B2987,Crane,"62.812620, -147.962728","22.449429, -99.476767",Failed
B3003,Crane,"52.674139, -104.853770","31.244625, -103.015269",Successful
B3005,Crane,"52.794792, -109.010545","23.472521, -103.636437",Failed
B3007,Crane,"43.575310, -89.810798","26.897949, -82.503335",Successful
B3012,Crane,"50.283947, -112.842128","30.137242, -102.493073",Failed
B3015,Crane,"53.324791, -101.054682","27.860125, -100.848253",Failed
B3016,Crane,"69.441021, -142.674445","31.558034, -98.036571",Failed
B3019,Crane,"58.681109, -109.760974","32.882853, -96.779538",Failed
B3026,Crane,"67.595700, -144.844747","26.908578, -81.612757",Successful
B3031,Crane,"54.177143, -108.773726","28.559441, -96.660526",Successful
B3035,Crane,"60.958479, -98.617011","27.794446, -98.552739",Failed
B3040,Crane,"47.419375, -86.812951","27.687983, -82.531046",Successful
B3056,Crane,"50.276915, -102.867268","34.314266, -101.028917",Failed
B3064,Crane,"65.215143, -150.045029","29.008870, -95.296488",Successful
B3066,Crane,"46.887518, -94.189437","29.591817, -81.820064",Successful
B3085,Crane,"48.510452, -91.856070","28.099628, -102.826877",Successful
B3095,Crane,"58.677524, -102.038070","27.617070, -83.425789",Failed
B3103,Crane,"59.822232, -111.690235","29.079909, -97.452935",Successful
B3104,Crane,"65.031919, -145.996395","28.399581, -104.708919",Failed
B3110,Crane,"55.692062, -112.303415","25.879869, -101.685635",Failed
B3115,Crane,"45.256173, -94.464867","29.869953, -102.736083",Successful
B3116,Crane,"56.234802, -98.769091","26.923245, -101.475455",Failed
B3126,Crane,"59.870219, -101.151709","33.497314, -99.097223",Successful
B3134,Crane,"54.575315, -101.418862","22.114905, -100.056128",Failed
B3141,Crane,"63.705762, -112.429879","31.986110, -96.925138",Successful
B3142,Crane,"67.572647, -152.909859","33.187961, -100.328333",Failed
B3143,Crane,"47.969638, -92.417707","29.681606, -80.669219",Successful
B3152,Crane,"56.869846, -105.991232","23.455691, -102.062200",Successful
B3155,Crane,"43.804275, -91.880068","22.917512, -102.955418",Failed
B3158,Crane,"62.864997, -149.895774","28.380063, -105.666590",Successful
B3159,Crane,"44.841061, -90.998651","31.116752, -80.288833",Failed
B3167,Crane,"50.646182, -106.334283","29.217631, -102.175473",Successful
B3174,Crane,"69.431237, -154.652241","30.063784, -96.703247",Successful
B3182,Crane,"61.341723, -149.983606","27.147994, -80.981211",Successful
B3187,Crane,"67.540662, -150.059938","22.491295, -99.628984",Failed
B3193,Crane,"44.388728, -92.698088","28.910388, -80.523447",Failed
B3216,Crane,"55.886529, -101.613268","33.782343, -104.471758",Failed
B3227,Crane,"50.819308, -108.765803","28.883077, -81.441311",Successful
B3234,Crane,"65.382661, -153.092397","27.136433, -80.187607",Failed
B3236,Crane,"60.381666, -156.026262","31.532057, -102.967430",Failed
B3277,Crane,"60.531896, -107.561475","34.013618, -100.307241",Successful
B3279,Crane,"58.399914, -105.308808","31.950862, -104.483523",Successful
B3280,Crane,"64.939781, -105.240495","31.758975, -82.247903",Successful
B3296,Crane,"69.117248, -141.909013","34.690433, -96.767425",Failed
B3299,Crane,"63.456381, -94.967101","27.873688, -80.645598",Successful
B3307,Crane,"48.518532, -97.615398","31.280265, -105.959542",Failed
B3313,Crane,"63.808616, -147.711354","30.692091, -102.223961",Failed
B3322,Crane,"54.703243, -108.442289","30.301093, -104.325921",Failed
B3324,Crane,"62.069910, -105.548242","26.824640, -84.079500",Successful
B3333,Crane,"58.285796, -105.068074","28.268748, -103.975755",Successful
B3338,Crane,"59.159261, -101.980824","33.335185, -103.415680",Failed
B3342,Crane,"55.919640, -104.218961","27.948263, -97.709113",Successful
B3343,Crane,"60.882320, -156.351567","26.254007, -80.026133",Failed
B3346,Crane,"47.225019, -98.705755","27.704567, -80.388989",Successful
B3347,Crane,"63.758754, -140.734891","30.578961, -83.415576",Successful
B3372,Crane,"45.308222, -94.336364","27.118263, -80.231568",Failed
B3386,Crane,"64.957553, -108.730562","30.201412, -102.682803",Failed
B3387,Crane,"56.210632, -117.110853","27.560309, -84.269402",Failed
B3392,Crane,"55.536980, -90.854496","28.856027, -81.900990",Failed
B3398,Crane,"47.365117, -95.766830","27.220354, -82.330688",Successful
B3427,Crane,"65.302733, -147.020639","30.795259, -81.783697",Successful
B3432,Crane,"61.507521, -116.595473","31.046707, -84.075384",Successful
B3443,Crane,"47.764867, -92.234123","28.770561, -83.079739",Failed
B3445,Crane,"61.330324, -99.403004","26.554746, -83.633631",Successful
B3457,Crane,"63.254444, -105.649464","24.375678, -103.201289",Successful
B3465,Crane,"50.059019, -105.722068","34.468750, -101.530471",Successful
B3479,Crane,"60.534206, -93.883549","31.783613, -83.605895",Failed
B3493,Crane,"53.407628, -112.210368","24.593550, -95.255292",Successful
B3497,Crane,"56.255933, -109.727472","29.141929, -84.892382",Failed
B3501,Crane,"62.525322, -118.113816","30.603709, -84.694447",Failed
B3508,Crane,"68.513464, -145.166035","28.043049, -100.294784",Failed
B3509,Crane,"59.115812, -103.669560","25.101814, -104.830693",Failed
B3519,Crane,"56.034585, -113.996258","34.418524, -99.131493",Successful
B3548,Crane,"46.030808, -88.297075","31.413323, -84.563618",Failed
B3558,Crane,"54.272797, -114.124348","25.924272, -104.341355",Failed
B3564,Crane,"62.120750, -158.274119","25.503344, -103.263573",Successful
B3587,Crane,"43.606130, -88.652094","29.967519, -83.759098",Successful
B3595,Crane,"65.098999, -148.143667","25.289177, -100.267017",Successful
B3602,Crane,"59.966592, -106.571606","34.263725, -102.520430",Successful
B3604,Crane,"48.252785, -93.709308","30.349332, -82.906406",Successful
B3618,Crane,"59.870097, -118.326204","31.147886, -84.656684",Failed
B3625,Crane,"67.512350, -151.024522","30.629099, -82.630720",Failed
B3629,Crane,"58.926602, -112.949636","25.133201, -99.222211",Successful
B3630,Crane,"56.279680, -91.528764","29.464848, -80.284741",Successful
B3637,Crane,"58.700729, -118.297860","26.661951, -83.608737",Failed
B3655,Crane,"59.665609, -97.713038","28.198399, -82.887830",Failed
B3661,Crane,"59.731203, -108.452832","30.697062, -81.515192",Failed
B3662,Crane,"63.706179, -117.719120","31.278617, -83.521941",Successful
B3666,Crane,"48.883595, -86.813815","31.650019, -104.395107",Successful
B3674,Crane,"48.565202, -99.002730","29.300581, -83.582900",Successful
B3675,Crane,"51.012751, -109.783743","34.055772, -99.312526",Successful
B3681,Crane,"47.791879, -96.754821","31.280245, -83.229851",Failed
B3689,Crane,"59.613877, -103.448603","27.296073, -80.525466",Failed
B3693,Crane,"59.289986, -91.617492","31.345280, -99.376444",Failed
B3705,Crane,"43.099263, -98.382256","25.423049, -98.839342",Failed
B3730,Crane,"53.074012, -113.687070","23.173442, -99.547317",Failed
B3749,Crane,"58.878636, -111.504957","33.374828, -104.351289",Failed
B3753,Crane,"58.481758, -92.259398","28.310547, -104.546163",Failed
B3760,Crane,"57.988352, -97.517423","33.798415, -104.077030",Successful
B3769,Crane,"54.610687, -103.497238","25.023335, -98.116912",Successful
B3779,Crane,"62.801969, -106.859570","22.654909, -103.272721",Successful
B3782,Crane,"44.615272, -86.573335","27.742833, -82.036182",Failed
B3792,Crane,"59.203440, -114.929563","30.576744, -100.075765",Failed
B3796,Crane,"55.617132, -110.056696","30.756518, -104.539048",Failed
B3803,Crane,"51.790259, -102.137057","28.794881, -84.532127",Successful
B3807,Crane,"62.177107, -96.630845","29.971437, -104.592125",Successful
B3819,Crane,"64.873019, -101.728624","30.944916, -98.216997",Failed
B3822,Crane,"55.981422, -94.335544","27.476512, -83.924502",Successful
B3834,Crane,"43.995658, -85.192326","26.699639, -82.053077",Successful
B3838,Crane,"66.339207, -147.690289","28.415720, -100.282865",Successful
B3843,Crane,"50.806227, -103.506687","29.351713, -101.927025",Successful
B3852,Crane,"55.083644, -102.069219","22.621176, -103.754687",Successful
B3877,Crane,"63.957358, -147.781594","30.517778, -81.196284",Successful
B3882,Crane,"60.578522, -91.567251","31.743800, -102.846022",Successful
B3913,Crane,"63.581817, -103.824832","27.809929, -84.321677",Failed
B3917,Crane,"55.626552, -105.515124","31.561525, -95.384288",Successful
B3918,Crane,"57.451285, -113.109213","31.967527, -84.626392",Successful
B3927,Crane,"63.312213, -92.860807","34.090504, -95.706347",Successful
B3929,Crane,"44.830791, -85.070772","27.773261, -82.196670",Successful
B3943,Crane,"56.698021, -111.860661","24.891204, -103.763256",Successful
